HSCode,ShipperName,ShipperFullAddress,ShipperLocalDUNS,ShipperPanjivaID,ShipperCleanedStockTickers,ShipperOriginalFormat,GrossWeightKg,ValueOfGoodsFOBUSD,ExportValue
03044120,Cermaq Chile S.A.,PUERTO MONTT,,36824242.0,, CERMAQ CHILE S.A,1268.0,7439.37,7439.37
03044120,Salmones Blumar S.A.,PUERTO MONTT,,23577779.0,BLUMAR-CL, SALMONES BLUMAR S.A.,10442.0,62812.39,75879.89
03031310,Salmones Cupquelan S.A.,AYSEN,,23413764.0,, SALMONES CUPQUELAN S.A.,20464.06,62061.75,65523.92
03048120,Trusal S.A.,SANTIAGO,,32424589.0,, TRUSAL S.A.,23500.03,103786.33,109620.0
03021410,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,23980.0,89365.18,89365.18
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,4222.0,21660.64,28853.04
03044120,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,4320.0,24402.47,30104.87
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,1682.0,8899.82,11017.32
03044120,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,1076.0,6514.2,7859.2
16055300,Sudmaris Chile S.A.,CASTRO,,33472514.0,, SUDMARIS CHILE S.A,22050.0,41008.84,46200.0
03031310,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,21240.7,76685.38,80135.38
03031410,Primar S.A.,PUERTO MONTT,,33836708.0,, PRIMAR S.A.,24750.0,38250.0,38250.0
03031220,Salmones Ice Val Ltda.,PUDAHUEL,,38968598.0,, SALMONES ICE VAL LTDA.,24750.0,96050.0,96050.0
03021410,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,24800.0,77520.0,77520.0
03031390,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,24370.08,92301.77,97256.77
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,4418.0,21808.92,27998.76
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,3404.0,20680.04,27057.44
03021410,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,2468.0,10634.04,16800.0
03031310,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,21117.1,72770.9,78310.9
03031220,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,24750.0,121969.38,125430.14
03061421,Chile Seafoods Comercial Spa,PUERTO MONTT,,28418748.0,, CHILE SEAFOODS COMERCIAL SPA,5866.15,63873.02,68037.02
03031420,Cermaq Chile S.A.,PUERTO MONTT,,36824242.0,, CERMAQ CHILE S.A,24675.65,97775.0,102975.0
03079991,Comercial Pacific Bay Ltda.,PAPUDO,,41529797.0,, COMERCIAL PACIFIC BAY LTDA.,24240.0,21050.0,23400.0
03044120,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,2844.0,14266.61,19385.81
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,1535.0,8609.11,11156.86
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,2978.0,15672.14,20734.74
16055300,Blue Shell S.A.,PROVIDENCIA,,33463925.0,, BLUE SHELL S.A.,20000.0,37817.6,41817.6
03048120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,21323.39,87686.94,91732.94
03048120,Ace Chile,PUERTO MONTT,,45918923.0,, ACME CHILE SPA,23955.11,178101.23,183161.23
03021410,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,24420.0,87397.07,87397.07
03031310,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA..,21632.55,57688.75,60520.02
"03031310,03048120",Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA..,22045.1,64423.09,67233.38
03048510,Imp.Y Exp. San Isidro Ltda,SAN BERNARDO,,45174858.0,, IMP.Y EXP. SAN ISIDRO S.A.,14268.5,422743.0,426853.41
03044120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA.,1830.0,7530.71,10832.81
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,8646.0,46940.09,62217.89
03044120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LIMITADA,4602.0,23783.96,30356.51
03031220,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A,24320.11,105225.0,109930.0
03031220,Salmones De Chile Alimentos S.,CHONCHI,,42248097.0,, SALMONES DE CHILE ALIMENTOS SA,24750.0,89515.0,92965.0
03031220,Salmones Ice Val Ltda.,PUDAHUEL,,38968598.0,, SALMONES ICE VAL LTDA.,25199.9,97922.9,97922.9
03048120,X X,ANTOFAGASTA,,33929522.0,,X X,24440.0,159450.0,159450.0
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,5810.0,29162.22,37586.72
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,3534.0,27781.48,27781.48
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,7733.0,38206.97,51011.42
03048200,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A,21767.0,179616.0,182216.0
03048120,Salmones Blumar S.A.,PUERTO MONTT,,23577779.0,BLUMAR-CL, SALMONES BLUMAR S.A.,21300.0,173295.0,176315.0
03021410,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,25160.0,93400.0,93400.0
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,6497.0,42080.48,51129.34
"03021410,03044120",Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,764.0,6320.16,7795.36
03044120,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,4308.0,23009.31,30117.51
03021120,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A.,38.0,254.98,335.48
03031220,Cermaq Chile S.A.,PUERTO MONTT,,36824242.0,, CERMAQ CHILE S.A,49221.0,192909.21,201791.21
03031310,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,20045.34,81220.97,87662.11
03031220,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,24750.0,117582.73,121068.49
"03061410,03061421,16051027",Comercial Comtesa S.A.,SANTIAGO,,36122500.0,, COMERCIAL COMTESA S.A.,5240.0,51070.84,51070.84
"03021410,03044120",Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,5674.0,36029.85,43952.97
03044120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LIMITADA,2787.0,16350.68,20226.87
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,6296.0,55632.93,63517.93
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,2602.0,14815.4,18213.0
03031310,Trusal S.A.,SANTIAGO,,32424589.0,, TRUSAL S.A.,20319.8,75356.9,81090.72
03031220,Granja Marina Tornagaleones S.A.,SANTIAGO LA,,23449523.0,, GRANJA MARINA TORNAGALEONES S.,24200.0,86785.0,89635.0
"03031310,03048120",Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,20731.89,118750.28,124895.28
03021410,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,5600.0,27803.53,29243.53
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,6803.0,48003.79,57481.23
03044200,Salmones De Chile Alimentos S.,CHONCHI,,42248097.0,, SALMONES DE CHILE ALIMENTOS S.A.,1712.0,14464.03,16946.43
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,3078.0,16105.42,20438.06
03044120,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,3560.0,32651.71,37345.57
03031220,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,24750.0,105580.0,108730.0
03061429,Imp.Y Exp.Common Wealth Ltda,SANTIAGO,,36467700.0,, IMP.Y EXP.COMMON WEALTH LTDA,14032.24,174322.01,177032.01
03031220,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A,24525.0,90845.0,93395.0
03049992,Emp.De Des.Pesquero De Chile S,LAS CONDES,,23406334.0,, EMP.DE DES.PESQUERO DE CHILE S,27300.0,87700.0,93600.0
03044120,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,3560.0,32225.91,37265.65
"03044120,03045200",Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,3212.0,20911.34,25124.52
03031310,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,22562.0,99706.49,102555.7
03031220,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A,49050.0,204595.0,210195.0
03021410,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,2486.0,9004.72,15615.2
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,4524.0,29529.86,35863.46
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,1740.0,9269.81,11792.81
03044120,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,5326.0,28370.59,35400.91
03021410,Sociedad Comercial Pure Nature Spa,"LA CEBADA 1647, LOTEO CENTENARIO PUERTO VARAS",,23556715.0,, SOCIEDAD COMERCIAL PURE NATURE SPA,22734.0,69634.99,69634.99
03044120,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,2570.0,15930.98,19528.98
03031310,Ace Chile,PUERTO MONTT,,45918923.0,, ACME CHILE SPA,19147.93,96415.9,103201.9
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,2400.0,11571.92,15991.92
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,1600.0,7903.36,10883.36
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,592.0,3332.11,4160.91
03048120,Ace Chile,PUERTO MONTT,,45918923.0,, ACME CHILE SPA,23948.98,179773.96,184833.96
03021410,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,4925.0,21894.63,34883.92
03025413,Mastter S.A.,PROVIDENCIA,,22852801.0,, MASTTER S.A.,4502.0,15561.41,15561.41
03044120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LIMITADA,7338.0,35506.99,45682.6
03044120,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,6944.0,41994.74,51614.54
03024590,Agricola Trebol S.A.,LAS CONDES,,44382231.0,, ACUICOLA DEL NORTE S.A.,189.0,1598.64,2577.92
03031310,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,20494.7,73059.36,76389.36
03048120,Salmones Blumar S.A.,PUERTO MONTT,,23577779.0,BLUMAR-CL, SALMONES BLUMAR S.A.,24138.0,139092.5,143032.5
03021410,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,24450.0,90698.4,90698.4
03044120,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS S.A.,4726.0,28430.88,34353.38
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,750.0,3698.92,5148.92
03044120,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,15877.0,82952.59,100557.35
03061421,X X,ANTOFAGASTA,,33929522.0,,X X,16588.42,337546.06,341346.06
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,4516.0,25170.99,32260.79
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,1034.0,7074.14,8968.96
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,5338.0,46233.66,52921.16
03034900,Raimundoj.Vives Fonataine Com.De Prod. Alim.Eirl,PUERTO VARAS,,30599726.0,, RAIMUNDOJ.VIVES FONATAINE COM.DE PROD. ALIM.EIRL,22447.9,45898.0,49698.0
03044120,Salmones Blumar S.A.,PUERTO MONTT,,23577779.0,BLUMAR-CL, SALMONES BLUMAR S.A.,3532.0,19693.93,25713.33
03031220,Salmones Aysen S.A.,SANTIAGO SA,,23498894.0,, SALMONES AYSEN S.A.,24750.0,119259.56,123036.32
03031220,Productos Del Mar Ventisqueros Sa,PUERTO MONTT,,33641348.0,, PRODUCTOS DEL MAR VENTISQUEROS,24200.0,82823.0,87585.0
03031290,Primar S.A.,PUERTO MONTT,,33836708.0,, PRIMAR S.A.,23402.3,129891.0,134301.0
03021410,Marine Harvest Chile Sa,H9231698 PUERTO MONTT,,33593588.0,"MHG-NO, MHGVY-US", MARINE HARVEST CHILE S.A.,23310.0,89719.42,89719.42
"03021410,03044120",Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,4000.0,23679.24,28694.24
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,8534.0,47287.67,62407.85
03044120,Salmones Multiexport S.A.,"AV. CARDONAL 2501 PUERTO MONTT, DE LOS LAGOS - X",980380745.0,4952254.0,MULTIFOODS-CL, SALMONES MULTIEXPORT S.A.,5606.0,48200.56,55223.06
03044120,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,1792.0,9036.32,12441.12
03044120,Invermar S.A.,SANTIAGO SA 5682,,45169223.0,"INVERMAR-CL, INVER-CL", INVERMAR S.A.,3540.0,29839.22,34641.08
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,3096.0,22770.77,27128.25
03031220,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,24750.0,94580.0,97680.0
03031310,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,19937.14,84143.62,90347.78
03031220,Aguas Claras S.A.,PUERTO MONTT,,45978663.0,, AGUAS CLARAS S.A,24334.2,104368.38,109125.0
03021410,Salmones Humboldt Ltda,AVDA. JUAN SOLER MANFREDININ 41 EDIFICIO TORRE COSTANERA PISO 15 OF. 1501 PUERTO MONTT CHILE,,33478297.0,"MSBHY-US, 8058-JP", SALMONES HUMBOLDT LTDA.,24150.0,90310.8,90310.8
03044120,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,8818.0,44063.16,56408.36
03044120,Cultivos Yadran S.A.,AVENIDA EL PRESEDENTE EDUARDO FREI SANTIAGO DE CHI,,30565393.0,, CULTIVOS YADRAN S.A.,2346.0,26042.6,30500.0
03044120,Cultivos Yadran S.A.,AVENIDA EL PRESEDENTE EDUARDO FREI SANTIAGO DE CHI,,30565393.0,, CULTIVOS YADRAN S.A.,2766.0,18396.7,22407.4
03044120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA.,1806.0,9042.31,12483.05
03031220,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA. -,25396.2,111144.13,113668.86
03031220,Granja Marina Tornagaleones S.A.,SANTIAGO LA,,23449523.0,, GRANJA MARINA TORNAGALEONES S.,24200.0,93800.0,96955.0
03021410,Salmones Camanchaca S.A.,TOME,,23411494.0,, SALMONES CAMANCHACA S.A.,24250.0,85659.6,85659.6
03044120,Empresas Aquachile S.A.,"CARDONAL S/N LOTE B PUERTO MONTT, DE LOS LAGOS - X 5480000",,40758905.0,AQUACHILE-CL, EMPRESAS AQUACHILE S.A.,4514.0,32947.43,39261.75
03044120,Australis Mar S.A.,KLENER 547 2ND FLOOR PUERTO VARAS CHILE,,23435325.0,"AUSTRA-CL, AUSTRALIS-CL", AUSTRALIS MAR S.A.,732.0,4180.32,5095.32
03044120,Cermaq Chile S.A.,PUERTO MONTT,,36824242.0,, CERMAQ CHILE S.A,889.13,5362.17,5362.17
03048200,Caleta Bay Export Ltda.,ILIHUE PITRENO LAGO RANCO CHILE,,23578176.0,, CALETA BAY EXPORT SPA,22470.0,196872.0,201366.0
03082911,Sociedad Vasquez Y Sanchez Limitada,VALPARAISO,,35944954.0,, SOC. VASQUEZ Y SANCHEZ LIMITADA,12066.0,135632.0,141430.0
03079992,Comercial Pacific Bay Ltda.,PAPUDO,,41529797.0,, COMERCIAL PACIFIC BAY LTDA.,24240.0,11570.0,13920.0
03048510,Imp.Y Exp. San Isidro Ltda,SAN BERNARDO,,45174858.0,, IMP.Y EXP. SAN ISIDRO S.A.,8951.9,251308.66,254830.86
03048120,Los Fiordos Ltda,"DIEGO PORTALES 2000 PISO 8, PUERTO MONTT PUERTO MONTT, LOS RíOS 5480000",,28819576.0,, EXPORTADORA LOS FIORDOS LTDA..,21787.49,94363.7,97196.4
03044120,Cultivos Yadran S.A.,AVENIDA EL PRESEDENTE EDUARDO FREI SANTIAGO DE CHI,,30565393.0,, CULTIVOS YADRAN S.A.,2791.0,24266.85,28174.25
03044120,Trusal S.A.,SANTIAGO,,32424589.0,, TRUSAL S.A,3518.0,27325.05,32426.15
03031220,Cermaq Chile S.A.,PUERTO MONTT,,36824242.0,, CERMAQ CHILE S.A,24561.0,106448.02,111088.02
03031220,Salmones Ice Val Ltda.,PUDAHUEL,,38968598.0,, SALMONES ICE VAL LTDA.,24750.0,90935.0,90935.0
03044120,Sociedad Comercial Pure Nature Spa,"LA CEBADA 1647, LOTEO CENTENARIO PUERTO VARAS",,23556715.0,, SOCIEDAD COMERCIAL PURE NATURE SPA,3600.0,18000.0,18000.0
03079992,Imp.Y Exp. Eurofish Ltda,VALPARAISO,,38452452.0,, IMP.Y EXP. EUROFISH LTDA,24720.0,13025.0,16560.0
