HSCode,ShipperName,ShipperFullAddress,ShipperLocalDUNS,ShipperPanjivaID,ShipperCleanedStockTickers,ShipperOriginalFormat,NetWeightKg,ValueOfGoodsFOBUSD
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,656.0,6957.33
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,10500.0,8190.0
0307490000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,24975.0,60577.88
0303430000,Conservera De Las America,JR. LOS PESCADORES NRO. 1230 PAITA PIURA PERU ZONA INDUSTRIALI PE,,34327314,,CONSERVERA  DE LAS  AMERICAS  S. A,86292.0,80796.92
1605540000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,4756.22,10527.27
0307490000,Pesquera San Lucas S.A.C.,MZA. V LOTE. 3-6 Z.I. PIURA (A ESPALDAS DEL ALMACEN SUNAT AD,,34609487,,PESQUERA SAN LUCAS S.A.C.,44680.0,39025.0
0307490000,Refrigerados Fisholg & Hijos Sac,AVENIDA LOS DIAMANTES MZA C LOTE 2 Z.I. ZONE INDUSTRIAL II PIURA,,45884752,,REFRIGERADOS FISHOLG & HIJOS SOCIEDAD AN,0.4,0.4
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,0.57,3.49
0307490000,Pesquera San Lucas S.A.C.,MZA. V LOTE. 3-6 Z.I. PIURA (A ESPALDAS DEL ALMACEN SUNAT AD,,34609487,,PESQUERA SAN LUCAS S.A.C.,44680.0,39025.0
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,8050.65,76999.3
0307490000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,2358.72,9065.63
1604132000,Pez De Exportacion S.A.C.,AV. MINERALES Nº 310 Z.I. URB. INDU LIMA,,33997908,,PEZ DE EXPORTACION S.A.C.,20243.75,61541.0
0306171300,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,295.45,4123.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,11793.4,73071.82
0307490000,Pesquera Abc Sac,CAR. PANAMERICANA NORTE KM. 1252 URB. LOS CEREZOS (INYSA COO,,28711818,,PESQUERA ABC SAC,22710.0,19055.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,14378.8,108883.0
0306171100,Langostinera Ulises Sa,AV. TUMBES NRO. 345 URB. CERCADO DE TUMBES TUMBES - TUMBES,934755208,28349940,,LANGOSTINERA ULISES SA,15060.0,80108.0
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,1129.42,10719.87
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,1129.42,10719.87
0304990000,Agrofish Sac,AV. NICOLAS ARRIOLAN 467 OF. 601 URB. SANTA CATALINA LA VICTORIA. RUC,,38693912,,AGROFISH S.A.C.,19958.06,215630.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,6350.29,54271.33
0307490000,Kampo Marino Peru S.R.Ltda.,AV. SAN JOSE NRO. 577 URB. SAN JOSE (COSTADO CLINICA SAN JOS,,23122606,,KAMPO MARINO PERU S.R.LTDA.,8560.0,5348.6
0307490000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,14805.0,18595.45
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,14514.88,107024.0
1605540000,Mangiare Foods Sociedad Anonima Cerrada,JR. GENERAL MENDIBURU NRO. 1075 URB. SANTA CRUZ LIMA - LIMA,934970418,39767679,,MANGIARE FOODS SOCIEDAD ANONIMA CERRADA,17781.0,80080.0
0301110000,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,300.0,808.5
1605540000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,24300.0,35042.38
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,23520.0,12309.0
0306171200,Criador El Guamito S.A.C.,CAR. A PUERTO PIZARRO KM. 02 PUERTO PIZARRO (CERCA AL POZO E,,1058861,,CRIADOR EL GUAMITO S.A.C.,232.5,1501.96
0307490000,Cnc Sac,AV TACNA 910 CASTILLA PIURA PERU,934063108,45976934,,CNC SAC,22500.0,17720.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,19504.37,154176.5
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,5598.41,48412.08
0306171200,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,10546.13,56145.37
0307211000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,218.18,3316.8
0304990000,Agromarina Del Peru S.A.C.,AV. GUARDIA CHALACA NRO. 1873 URB. SAN ANTONIO,670299452,28781814,,AGROMARINA DEL PERU S.A.C.,19.08,117.62
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,13409.09,90325.94
0304990000,Matarani Sociedad Anonima Cerrada,AV. FELIPE PARDO Y ALIAGA NRO. 699 INT. 601 A,,36700980,,MATARANI SOCIEDAD ANONIMA CERRADA,7040.61,48579.67
0307490000,Cnc Sac,AV TACNA 910 CASTILLA PIURA PERU,934063108,45976934,,CNC SAC,26994.0,28317.56
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,2.03,19.75
0301110000,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,276.0,589.0
0307490000,Pacific Freezing Company S.A.C.,AV. JAVIER PRADO ESTE 4065 SANTIAGO DE SURCO LIMA PERU,934170902,4963113,,PACIFIC FREEZING COMPANY S.A.C.,25515.0,24749.55
0303890000,Novaperu S.A.C.,CAR. PANAMERICANA SUR KM. 18.5 (MEDIA CUADRA ANTES DEL GRIFO,,28366216,,NOVAPERU S.A.C.,18484.8,202347.6
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,300.0,4234.44
0301110000,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,120.0,355.5
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,18000.0,16020.0
1605540000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,8000.0,11688.0
0305710000,Servicios Maritimos Santa Elena,AV. GUARDIA CHALACA NRO. 1240 URB. SANTA MARINA PROV. CONST.,,33654829,,SERVICIOS MARITIMOS SANTA ELENA S.A.C.,14075.0,442855.8
0307490000,Peruvian Sea Food S.A.,AV. MANUEL OLGUIN NRO. 211 DPTO. 1202 URB. LOS GRANADOS (UNI,,33979987,,PERUVIAN SEA FOOD S.A.,23289.0,24453.45
0306171200,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,17739.9,164937.0
0307490000,Freeko Peru S.A.,CAR. PAITA-SULLANA KM. 3 (CETICOS PAITA) PIURA PAITA PAITA PERU,934851916,33933156,,FREEKO PERU S.A.,8310.0,8474.66
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,27000.0,26460.0
0305710000,Exportaciones Rodimac S.A.C.,CAL. AUGUSTO TAMAYO NRO. 154 DPTO. 403 LIMA - LIMA - SAN ISI,,28360682,,EXPORTACIONES RODIMAC S.A.C.,3942.3,134461.29
0307490000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,27000.0,22550.0
1604160000,Anchoveta S.A.C.,AV. INDUSTRIAL NRO. 501 ICA - CHINCHA - TAMBO DE MORA,934009155,23129094,,ANCHOVETA S.A.C.,18060.0,92400.0
0306171200,Langostinera Ramona S.A.C.,CAL. ALEXANDER FLEMING NR0 454 URB. INDUSTRIAL SANTA ROSA LIMA,,28449823,,LANGOSTINERA RAMONA S.A.C.,1345.45,11476.2
0303660000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,26400.0,37740.0
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,26880.0,29100.0
0304890000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,18160.0,92315.0
0307490000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,13980.0,16115.66
0304990000,Matarani Sociedad Anonima Cerrada,AV. FELIPE PARDO Y ALIAGA NRO. 699 INT. 601 A,,36700980,,MATARANI SOCIEDAD ANONIMA CERRADA,2321.82,15774.37
0306171300,Garcia Barrantes Hector Manuel,AV TACNA 114 - TUMBES - PERU,934620642,4303174,,GARCIA BARRANTES HECTOR MANUEL,14968.55,112309.6
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,250.0,6462.0
0301110000,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,276.0,589.0
0307490000,Peruvian Sea Food S.A.,AV. MANUEL OLGUIN NRO. 211 DPTO. 1202 URB. LOS GRANADOS (UNI,,33979987,,PERUVIAN SEA FOOD S.A.,27426.0,28173.6
0304890000,Galser Sociedad Anonima Cerrada,CAL. TOULON CDRA 3 TORRE 3 NRO. S/N PTO. 507 URB. LA RIVERA DE MONTERRI LIMA LIMA LA MOLINA PERU 51-14344531,,28444920,,GALSER SOCIEDAD ANONIMA CERRADA - GALSER,18985.11,160205.01
1605540000,Corporacion Pesquera Del Mar Sociedad An,MZA. C LOTE. 13 A.H. JOSE OLAYA (ALTURA DE COLEGIO JOSE OLAY,,35238128,,CORPORACION PESQUERA DEL MAR SOCIEDAD AN,26000.0,23400.0
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,4568.18,29977.0
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,33000.0,54450.0
0301110000,Yacurunas International Enterprise E.I.,JR. SAN MARTIN NRO.151 IQUITOS - MAINAS - LORETO,565944006,24982696,,YACURUNA'S INTERNATIONAL ENTERPRISE E.I.,300.0,134.75
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,14577.9,121820.68
0307490000,Corporacion Internacional Manex S.A.C.,CAL. 24 NRO. 320 DPTO. 103 MCAL CASTILLA LIMA - LIMA - SAN B,,45754867,,CORPORACION INTERNACIONAL MANEX S.A.C.,27000.0,19250.0
0307490000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,25980.0,22160.4
0306140000,Jrw Exportaciones Importaciones Sociedad,CAL.BUENOS AIRES NRO. 122 INT. 601 (PISO 6)LIMA - LIMA - MIR,,37841571,,JRW EXPORTACIONES IMPORTACIONES SOCIEDAD,18.14,224.0
1605540000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,9576.0,4106.78
0304310000,Cultimarine S.A.C.,AV. CONQUISTADORES NRO. 638 INT. 201 (ALTURA CUADRA 6 AV. CO,,33453542,,CULTIMARINE S.A.C.,16329.6,171307.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,27000.0,20250.0
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,27000.0,25250.0
0303890000,Pesquera Diamante S.A.,"CALLE AMADOR MERINO REYNA 307 PISO 12 SAN ISIDRO LIMA, LIMA PROVINCE",,2573999,,PESQUERA DIAMANTE S.A.,6749.45,64909.43
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,14320.0,7360.0
0302590000,Harrisson Vigil Jose Martin Ignacio,AV. PACHACUTEC NRO. 2901 INT. 01 (OFIC.01.2DO.PISO PTA.BALAN,,23118917,,HARRISSON VIGIL JOSE MARTIN IGNACIO,1341.98,8384.88
1604150000,Negocios Alimentarios Srl,CAL. MONTEGO BAY NRO. 135 URB. CHACARILLA SANTIAGO DE SURCO LIMA PERU,,38495350,,NEGOCIOS ALIMENTARIOS S.R.L.,9384.0,25204.52
1604141000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,81052.8,278619.0
0304890000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,15966.72,189358.41
1605540000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,3000.0,9643.29
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,23520.0,12309.0
0306171300,Exportaciones Liviamar Sac,AV. ARICAN?? 748 ZARUMILLA TUMBES TELEFONO: 072-565724 CELURA: 01981154625-972608061 NEXTEL: 51-72565724,,28292143,,EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA,12400.0,86020.4
0303900000,Blue Pacific Oils S.A.,AV. GENERAL GARZON 1283 OJESUS MARIA LIMA PERU RUC,934073082,33931164,,BLUE PACIFICO S.A.C.,21000.0,165745.0
0307291000,Acuacultura Y Pesca Sac,AV. RICARDO ELIAS APARICIO 141 14 RES. RINCONADA ALTA,934766726,33930710,,ACUACULTURA Y PESCA S.A.C,4051.2,72282.2
0304890000,Illari Sociedad Anonima Cerrada,PJ. SOLARI NRO. 104 INT. 101A LIMA - LIMA - BARRANCO,934152145,36676101,,ILLARI SOCIEDAD ANONIMA CERRADA,21664.0,115652.0
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,15220.0,8371.0
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,1711.52,16434.2
1605540000,Exportadora Cetus S.A.C.,"Av. Los Diamantes Mz C Lote 7, Zona Industrial II Etapa, Paita, Peru",,28416107,,EXPORTADORA CETUS S.A.C.,52080.0,60045.0
0301110000,Aquarium San Pedro S.R.L.,CALLE CUZCO NRO.739 (CUZCO CON PANAMA) PUNCHANA - MAINAS - L,,33274505,,AQUARIUM SAN PEDRO S.R.L.,100.0,663.0
0302290000,Inversiones Y Negocios Internacionales E,3 ETAPA MZA. A LOTE. 05 A.H. LA CURVA (FRENTE DE EX MIGRACIO,,34327055,,INVERSIONES Y NEGOCIOS INTERNACIONALES E,14000.0,37688.0
0304990000,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,7906.12,65661.39
0306171200,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,5420.4,49534.58
0304990000,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,17159.4,144437.0
0301920000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,10.0,90.0
0307490000,Refrigerados Fisholg & Hijos Sac,AVENIDA LOS DIAMANTES MZA C LOTE 2 Z.I. ZONE INDUSTRIAL II PIURA,,45884752,,REFRIGERADOS FISHOLG & HIJOS SOCIEDAD AN,0.4,0.4
1605599000,Alamesa S.A.C.,AV. DEL PINAR 134 OF. 1001 CHACARILLA SURCO LIMA - PERU,952992258,33470927,,ALAMESA S.A.C.,926.5,12390.14
1605599000,Alamesa S.A.C.,AV. DEL PINAR 134 OF. 1001 CHACARILLA SURCO LIMA - PERU,952992258,33470927,,ALAMESA S.A.C.,4955.5,63327.39
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,26820.0,23065.2
0304990000,Agrofish Sac,AV. NICOLAS ARRIOLAN 467 OF. 601 URB. SANTA CATALINA LA VICTORIA. RUC,,38693912,,AGROFISH S.A.C.,19958.06,219505.0
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,5000.0,6491.4
0303900000,Blue Pacific Oils S.A.,AV. GENERAL GARZON 1283 OJESUS MARIA LIMA PERU RUC,934073082,33931164,,BLUE PACIFICO S.A.C.,21000.0,163695.0
0307490000,Marfrio   Vieira Peru S.A.,AV. EMILIO CAVENECIA 225 OF. 317 SAN ISIDRO LIMA - PERU,934967647,34136236,,MARFRIO - VIEIRA PERU S.A.,9000.0,4957.0
0306171300,Ccoral S.A,JR. SIMON BOLIVAR NRO. 880 CENTRO TUMBES (FRENTE A PASEO TRI,,33455306,,CCORAL S.A,20060.0,147669.48
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,27000.0,37100.0
0304890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,19958.27,169287.8
0303900000,La Colonial Trading Company S.A.C.,CL. CORONEL INCLAN 935 INT. 302 LIMA PERU,,45771178,,LA COLONIAL TRADING COMPANY S.A.C.,24500.0,204631.97
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,13607.7,100513.0
0307490000,Inversiones Peru Pacifico S.A,CAL. FRAY MARTIN DE MURUA NRO. 150 INT. 1304 URB. MARANGA LI,,29774520,,INVERSIONES PERU PACIFICO S.A,80928.0,52642.85
0303900000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,6120.0,46592.6
0307490000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,20000.0,25674.45
0307490000,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,6000.0,4610.55
0303410000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,22500.0,122039.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,18750.0,61500.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,18030.0,34076.7
0305710000,Coello MuÑoz Gabriel Alberto,RIGEL NRO. 114 MIGUEL GRAU VENTANILLA (PUERTA PRINCIPAL DE E,,38737648,,COELLO MUÑOZ GABRIEL ALBERTO,688.5,22959.56
0301920000,Bio Industrial Amazonas S.A.C.,CA. LOS ANGELES NRO. 609 (POR LA FABRICA DE POSTES DE LUZ) L,,23121921,,BIO INDUSTRIAL AMAZONAS S.A.C.,10.0,12.0
0307490000,Altamar Foods Peru S.A.C.,AV. INDUSTRIAL MZA. R LOTE. 05 Z.I. ZONA INDUSTRIAL II (AL C,,28437527,,ALTAMAR FOODS PERU S.R.L.,21870.0,39584.7
0306171100,Isla Bella S.A.C,CAR. EL BENDITO 4 TUMBES ZARUMILLA ZARUMILLA,,45972355,,ISLA BELLA S.A.C,22040.0,153524.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,1973.13,17662.91
0304310000,Cultimarine S.A.C.,AV. CONQUISTADORES NRO. 638 INT. 201 (ALTURA CUADRA 6 AV. CO,,33453542,,CULTIMARINE S.A.C.,4.54,30.0
0307490000,Altamar Foods Peru S.A.C.,AV. INDUSTRIAL MZA. R LOTE. 05 Z.I. ZONA INDUSTRIAL II (AL C,,28437527,,ALTAMAR FOODS PERU S.R.L.,8010.0,4987.49
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,9502.76,85064.39
0307910000,Corporacion Internacional Manex S.A.C.,CAL. 24 NRO. 320 DPTO. 103 MCAL CASTILLA LIMA - LIMA - SAN B,,45754867,,CORPORACION INTERNACIONAL MANEX S.A.C.,45.0,1404.82
0307490000,Maritima Del World S.A.C.,CAL.PAVAYACU NRO. 190 URB. ALTA MAR (ALT CDRA 45 AV LA MARIN,,23130354,,MARITIMA DEL WORLD S.A.C.,27140.0,5506.0
0307490000,Maritima Del World S.A.C.,CAL.PAVAYACU NRO. 190 URB. ALTA MAR (ALT CDRA 45 AV LA MARIN,,23130354,,MARITIMA DEL WORLD S.A.C.,27140.0,5506.0
0307590000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,7520.0,37335.65
0307490000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,840.0,1174.6
0304990000,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,5962.26,22697.89
0307490000,Pesquera Diamante S.A.,"CALLE AMADOR MERINO REYNA 307 PISO 12 SAN ISIDRO LIMA, LIMA PROVINCE",,2573999,,PESQUERA DIAMANTE S.A.,6360.0,5628.46
