HSCode,ShipperName,ShipperFullAddress,ShipperLocalDUNS,ShipperPanjivaID,ShipperCleanedStockTickers,ShipperOriginalFormat,NetWeightKg,ValueOfGoodsFOBUSD
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,2.0,3.96
0306171100,La Fragata S.A.,"Carretera Base Naval El Salto Km. 7.5, Zarumilla, Tumbes, Peru",934832833,1159562,,LA FRAGATA S A,15454.55,101772.0
0303890000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,26987.8,56674.38
1605540000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,26550.0,22322.5
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,3301.23,31869.28
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,27000.0,29700.0
0303660000,Pesquera Hayduk S.A.,AV. MANUEL OLGUIN 501 INT. 701 URB. LIMA,,33511181,,PESQUERA HAYDUK S.A.,24102.0,33708.2
1604132000,Pez De Exportacion S.A.C.,AV. MINERALES Nº 310 Z.I. URB. INDU LIMA,,33997908,,PEZ DE EXPORTACION S.A.C.,20243.75,56682.5
1605540000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,25984.0,28582.4
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,4082.33,25294.09
0306171200,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,1700.96,7657.5
0306171300,Langostinera Ulises Sa,AV. TUMBES NRO. 345 URB. CERCADO DE TUMBES TUMBES - TUMBES,934755208,28349940,,LANGOSTINERA ULISES SA,5899.0,41689.61
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,1842.14,17627.31
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,2051.41,19171.88
0307490000,Service Import Export Sociedad Anonima C,JR. LIBERTAD NRO. 416 INT. 204 (EDIFICIO VICTORIA SEGUNDO PI,,28816477,,SERVICE IMPORT EXPORT SOCIEDAD ANONIMA C,7000.0,18112.88
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,24304.0,23894.6
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,2267.96,15132.62
0304990000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,18614.0,131807.5
0307490000,Kampo Marino Peru S.R.Ltda.,AV. SAN JOSE NRO. 577 URB. SAN JOSE (COSTADO CLINICA SAN JOS,,23122606,,KAMPO MARINO PERU S.R.LTDA.,15457.0,9684.66
0307490000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,10200.0,9445.45
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,16329.24,123900.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,17191.06,125034.0
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,2.09,23.0
0303190000,Intriago Alvarez Jose Gregorio,MZA. F LOTE. 04 A.H. LA CURVA - 4 ETAPA (CERCA ALMACEN COMPL,,37660504,,INTRIAGO ALVAREZ JOSE GREGORIO,28044.0,8413.2
0307490000,Cnc Sac,AV TACNA 910 CASTILLA PIURA PERU,934063108,45976934,,CNC SAC,22500.0,98395.0
0306171200,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,6010.16,42928.94
0306171200,Criador El Guamito S.A.C.,CAR. A PUERTO PIZARRO KM. 02 PUERTO PIZARRO (CERCA AL POZO E,,1058861,,CRIADOR EL GUAMITO S.A.C.,443.64,3505.3
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,14514.88,104300.0
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,19545.45,175440.0
0304990000,Matarani Sociedad Anonima Cerrada,AV. FELIPE PARDO Y ALIAGA NRO. 699 INT. 601 A,,36700980,,MATARANI SOCIEDAD ANONIMA CERRADA,2506.77,17296.5
0306171200,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,7022.73,56262.8
0307490000,Corporacion Internacional Manex S.A.C.,CAL. 24 NRO. 320 DPTO. 103 MCAL CASTILLA LIMA - LIMA - SAN B,,45754867,,CORPORACION INTERNACIONAL MANEX S.A.C.,6990.0,7080.61
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,4.5,43.78
0306279100,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,5.0,60.0
0308190000,Pesquera Hucor Export Eirl,CALLE LAS DALIAS 1629-URB LA TRINIDAD LIMA PE TE511-411515,934314855,28456966,,PESQUERA HUCOR EXPORT EIRL,1200.0,21600.0
0301110000,Peruvian Rivers E.I.R.L.,ABTAO IQUITOS,934471993,33927252,,PERUVIAN RIVERS E.I.R.L.,68.0,170.0
1605540000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,8000.0,11688.0
1605540000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,2.0,4.93
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,1769.01,11427.71
1605540000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,960.0,576.0
0306171200,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,340.91,3536.97
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,6307.72,59430.17
0304990000,Mai Shi Group S.A.C.,AV. JAVIER PRADO ESTE NO. 4065 SANTIAGO DE SURCO LIMA PERU,,33922432,,MAI SHI GROUP S.A.C.,18452.04,183251.0
1605540000,Corporacion Pesquera Del Mar Sociedad An,MZA. C LOTE. 13 A.H. JOSE OLAYA (ALTURA DE COLEGIO JOSE OLAY,,35238128,,CORPORACION PESQUERA DEL MAR SOCIEDAD AN,22000.0,50000.0
1605540000,Colan Fishing Sociedad Anonima Cerrada,CAL. LORETO NRO. 425 INT. 2 (OFICINA 303) PIURA - PIURA - PI,934954774,23153973,,COLAN FISHING SOCIEDAD ANONIMA CERRADA,17268.44,61138.3
0304740020,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,27000.0,62545.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,16329.24,123800.0
0304420000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,652.65,5483.05
1604200000,Sr Export S.A.C.,JR. SANTA RITA NRO. 301 (2DA PARALELA AL CLUB REGATAS) LIMA,670386798,45870374,,INVERSIONES Y COMERCIO INTERNACIONAL S.R,4080.0,6750.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,11339.81,70154.19
0307490000,Service Import Export Sociedad Anonima C,JR. LIBERTAD NRO. 416 INT. 204 (EDIFICIO VICTORIA SEGUNDO PI,,28816477,,SERVICE IMPORT EXPORT SOCIEDAD ANONIMA C,3990.0,4738.37
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,6803.89,42397.86
0304690000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,22680.0,126302.0
0304990000,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,1397.07,3143.29
0307490000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,27000.0,24300.0
0307490000,Pesquera Diamante S.A.,"CALLE AMADOR MERINO REYNA 307 PISO 12 SAN ISIDRO LIMA, LIMA PROVINCE",,2573999,,PESQUERA DIAMANTE S.A.,10040.0,9449.06
1605540000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,10024.0,10024.0
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,18143.6,138100.0
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,23520.0,12309.0
0306171200,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,176.9,1677.0
0306171300,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,1909.09,13505.21
0308190000,Vasquez Marcos Marcelino,"MZA. B LOTE. 18 PROVIV VISTA ALEGRE IV (EX FUNDO OQUENDO, FR",,37599539,,VASQUEZ MARCOS MARCELINO,2800.0,5600.0
0306171200,Criador El Guamito S.A.C.,CAR. A PUERTO PIZARRO KM. 02 PUERTO PIZARRO (CERCA AL POZO E,,1058861,,CRIADOR EL GUAMITO S.A.C.,831.82,7340.0
0306171200,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,10768.0,110854.79
0307490000,Puertos Del Pacifico S.A,CALLE LEONIDAS YEROVI NO. 106 INT. 82 SAN ISIDRO LIMA PERU,,38688169,,PUERTOS DEL PACIFICO S.A,23016.0,14219.8
0306171300,Eco   Acuicola Sociedad Anonima Cerrada,CARRETERA CHAPAIRA NRO. S-N CAS. RIO SECO (FRENTE A CASERIO,934982989,23353493,,ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA,7960.5,58395.94
0307490000,Corporacion Internacional Manex S.A.C.,CAL. 24 NRO. 320 DPTO. 103 MCAL CASTILLA LIMA - LIMA - SAN B,,45754867,,CORPORACION INTERNACIONAL MANEX S.A.C.,10020.0,7143.89
0301991900,Peruvian Rivers E.I.R.L.,ABTAO IQUITOS,934471993,33927252,,PERUVIAN RIVERS E.I.R.L.,42.0,216.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,14424.24,93179.8
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,263.64,2287.68
0306171300,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,3886.36,31055.24
1605540000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,51968.0,61703.4
0306171300,Langostinera Tumbes S.A.C.,AV. GRAU NRO. 614 TUMBES - TUMBES - TUMBES,954268806,28353815,,LANGOSTINERA TUMBES S.A.C.,18700.0,158482.5
0307291000,Aquacultivos Del Pacifico S.A.C.,AV. PASEO DE LA REPUBLICA 4044 MIRAFLORES LIMA PERU,953035628,4979192,,AQUACULTIVOS DEL PACIFICO S.A.C.,180.0,3198.41
0304990000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,7664.03,24038.87
0307490000,Inversiones Holding Peru Sociedad Anonim,MZA. V LOTE. 1D Z.I. II PIURA - PAITA - PAITA,934925125,28287918,,INVERSIONES HOLDING PERU SOCIEDAD ANONIM,8340.0,5589.54
0304890000,Illari Sociedad Anonima Cerrada,PJ. SOLARI NRO. 104 INT. 101A LIMA - LIMA - BARRANCO,934152145,36676101,,ILLARI SOCIEDAD ANONIMA CERRADA,21648.0,126308.0
1605540000,Costa Mira Sociedad Anonima Cerrada,AV. LOS DIAMANTES MZA. E LOTE. 01 Z.I. ZONA INDUSTRIAL PIURA,934955762,28783194,,COSTA MIRA SOCIEDAD ANONIMA CERRADA,21840.0,49416.0
1605540000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,25984.0,56477.68
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,18181.82,160375.0
0307490000,Daewon Susan Eirl,"AV. CAMINO REAL 1225, OF 401 SAN ISIDRO PAITA",,33507242,,DAEWON SUSAN E.I.R.L.,22000.0,12400.0
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,16519.83,65514.32
0305720000,Seco Peru Sac,CAL. JUAN ACEVEDO NRO. 395 URB. COLMENARES LIMA,935157471,28781583,,SECO PERU SAC,96.0,6812.9
0304990000,Pesquera Hayduk S.A.,AV. MANUEL OLGUIN 501 INT. 701 URB. LIMA,,33511181,,PESQUERA HAYDUK S.A.,20997.5,93500.21
0307490000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,26380.0,33877.0
1605540000,Produmar   Proveedora De Productos,"PASAJE FRANCO ALFARO, DPTO 201 URB.LAS MAGNOLIAS 3 SAN BORJA, LIMA S/N",,28469425,,PROVEEDORA DE PRODUCTOS MARINOS SOCIEDAD,6990.0,4893.0
0301110000,Amazon Tropicals Aquarium Eirl,CAL. 7 MZA. C LOTE. 13 URB. POPULAR MORONOCOCHA (PARADERO TE,,23118888,,AMAZON TROPICALS AQUARIUM EIRL,300.0,808.5
0307490000,Fernandez Srl,JR. ALEJANDRO TABOADA NO. 908 INTER PERU,,45834447,,FERNANDEZ SRL,27000.0,23270.0
0307490000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,23520.0,12309.0
0307490000,Pesquera Exalmar,"AVENIDA VíCTOR ANDRES BELAúNDE 210 SAN ISIDRO LIMA, LIMA PROVINCE 27",934830449,33601826,EXALMC1-PE,PESQUERA EXALMAR S.A.A.,24080.0,53637.0
0306171300,Marinazul S.A.,AV. EL DERBY 250 URB. EL DERBY DE MONTERRICO SANTIAGO DE SURCO LIMA PERU 51-16210805,,33928372,CSOL-NO,MARINAZUL S.A.,474.96,4062.5
0304990000,Matarani Sociedad Anonima Cerrada,AV. FELIPE PARDO Y ALIAGA NRO. 699 INT. 601 A,,36700980,,MATARANI SOCIEDAD ANONIMA CERRADA,5669.06,39116.1
0306171200,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,2426.76,29615.5
0303900000,Gervasi Peru S.A.C.,AV. RICARDO PALMA NRO. 341 INT. 305 (ESQUINA CON GENERAL SUA,,28277299,,GERVASI PERU S.A.C.,21000.0,144770.0
1604200000,Sr Export S.A.C.,JR. SANTA RITA NRO. 301 (2DA PARALELA AL CLUB REGATAS) LIMA,670386798,45870374,,INVERSIONES Y COMERCIO INTERNACIONAL S.R,15912.0,26325.0
0306171200,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,3927.27,30245.0
0304890000,Exmarsu Sac,CAL. LOPEZ ALBUJAR NRO. 440 A.H. EL OBRERO PIURA - SULLANA,,34107992,,EXMARSU S.A.C.,1876.0,10000.0
1605540000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,3000.0,9473.78
0307490000,Kampo Marino Peru S.R.Ltda.,AV. SAN JOSE NRO. 577 URB. SAN JOSE (COSTADO CLINICA SAN JOS,,23122606,,KAMPO MARINO PERU S.R.LTDA.,1000.0,986.11
0307590000,Seafrost S.A.C.,CARRETERA PAITA - SULLANA MZ. D LOT PAITA,,2167569,,SEAFROST S.A.C.,10000.0,55430.0
0305630000,Italia Pacifico Srl,CAL.LOS RUISEÑORES - ESTE NRO. 366 LIMA - LIMA - SAN ISIDRO,934878638,35613354,,ITALIA PACIFICO SRLTDA.,12150.0,87480.0
0307490000,Corporacion Pesquera Del Mar Sociedad An,MZA. C LOTE. 13 A.H. JOSE OLAYA (ALTURA DE COLEGIO JOSE OLAY,,35238128,,CORPORACION PESQUERA DEL MAR SOCIEDAD AN,26500.0,26550.0
0304890000,Dexim Srl,II MANZANA A ZONA INDUSTRIAL PAITA PIURA SN,,1868398,,DEXIM SRL,15966.72,188698.41
1605540000,Industrial Pesquera Santa Monica S.A.,TIERRA COLORADA NRO. S/N Z.I. III PIURA - PAITA - PAITA,934782681,23346878,,INDUSTRIAL PESQUERA SANTA MONICA S.A.,24300.0,35042.38
0303900000,Frozen Products Corp.,JR. JORGE CASTRO HARRINSON 451 SAN GUEL LIMA 32 PERU,953252652,46002164,,FROZEN PRODUCTS CORPORATION SOCIEDAD ANO,8001.0,38023.41
0306171300,Tumimar Srl,JR. ALFONSO UGARTE NRO. 226 INT. 301 CERCADO (2º PISO EDIFIC,,28410164,,TUMIMAR SRL,8346.1,57398.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,8730.0,9777.6
0304740020,Armadores Y Congeladores Del,AV A 4041 MZ F LOTE 1 ZONA INDUSTRI PAITA PIURA,,2215479,,ARMADORES Y CONGELADORES DEL PACIFICO SA,22620.0,52967.0
0301110000,Aquarium San Pedro S.R.L.,CALLE CUZCO NRO.739 (CUZCO CON PANAMA) PUNCHANA - MAINAS - L,,33274505,,AQUARIUM SAN PEDRO S.R.L.,120.0,635.0
0306160000,Peruvian Andean Trout S.A.C.,CAR.PISCO-HVCA NRO. SN C.CAM CHOCLOCOCHA (S70590127 A 150M C,,33929326,,PERUVIAN ANDEAN TROUT S.A.C.,0.41,4.5
0304890000,Sercosta Sac,"AV. LAS CAMELIAS 491 OF. 402 LIMA, LIMA PROVINCE",,33505349,,SERCOSTA SAC,2472.08,16723.9
0307211000,Consorcio Industrial El Pacifico Socieda,AV. LA MAR NRO. 638 INT. 703 LIMA - LIMA - MIRAFLORES - LIMA,934056094,28783010,,CONSORCIO INDUSTRIAL EL PACIFICO SOCIEDA,392.73,5605.46
0306171200,Corporacion Refrigerados Iny S. A.,CAR. PANAMERICANA NORTE NRO. 1252 TUMBES - TUMBES - LA CRUZ,,28780363,,CORPORACION REFRIGERADOS INY SA,200.0,1760.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,3916.8,30873.6
0301110000,Aquarium Panduro E.I.R.L.,JR. RICARDO PALMA NRO. 360 LORETO - MAYNAS - IQUITOS,,35552768,,AQUARIUM PANDURO E.I.R.L,90.0,3240.0
0301110000,Acuatrade S.A.C.,CAL. LAS MALVINAS NRO. S/N CAS. RUMOCOCHA SECTOR 08 SAN JUAN,,23118600,,ACUATRADE S.A.C.,292.0,4025.4
0301110000,Yacurunas International Enterprise E.I.,JR. SAN MARTIN NRO.151 IQUITOS - MAINAS - LORETO,565944006,24982696,,YACURUNA'S INTERNATIONAL ENTERPRISE E.I.,300.0,141.16
0301920000,River Land Peru S.A.C,AV. DEL EJERCITO MZA. Q LOTE. 12 - LORETO - MAYNAS - IQUITOS,935460053,25477025,,RIVER LAND PERU S.A.C.,8.0,25.0
1604160000,Inversiones Prisco S A C,AV LA MOLINA 2830 URB EL SAUCE DE LA RINCO LA MOLINA LIMA PEROU,934997743,45995174,,INVERSIONES PRISCO  S.A.C.,20745.7,157127.04
1604132000,Alamesa S.A.C.,AV. DEL PINAR 134 OF. 1001 CHACARILLA SURCO LIMA - PERU,952992258,33470927,,ALAMESA S.A.C.,4632.49,13522.92
0304890000,Corp. De Ingenieria De Refrigeracion,AV. LA MARINA N224 LIMA LIMA PERU,,44374049,,CORP DE INGENIERIA DE REFRIGERACION SRL,15876.0,148926.33
0304690000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,19080.0,110246.66
0304890000,Del Valle Sociedad Anonima Cerrada,CAL. BOLIVAR NRO. 238 (COSTADO DE NOTARIA QUIROGA) PIURA - S,953517245,28784806,,DEL VALLE SOCIEDAD ANONIMA CERRADA,15327.14,118433.35
0306171200,Cmar Sociedad Anonima Cerrada   Cma,CAL. M. JOSE OLAYA NRO. 201 DPTO. 702 LIMA - LIMA - MIRAFLOR,,39622010,,CMAR SOCIEDAD ANONIMA CERRADA -  CMAR S.,4354.48,37090.0
0307490000,Inversiones Peru Pacifico S.A,CAL. FRAY MARTIN DE MURUA NRO. 150 INT. 1304 URB. MARANGA LI,,29774520,,INVERSIONES PERU PACIFICO S.A,21982.0,10732.49
0307490000,Service Import Export Sociedad Anonima C,JR. LIBERTAD NRO. 416 INT. 204 (EDIFICIO VICTORIA SEGUNDO PI,,28816477,,SERVICE IMPORT EXPORT SOCIEDAD ANONIMA C,7000.0,18112.88
0304890000,Propemar Peru Sac,JR. PABLO BERMUDEZ NRO. 214 DPTO. 1003 (MEDIA CDRA. DE POLIC,,28324588,,PROPEMAR PERU S.A.C,20865.48,184860.15
0303660000,Sama Comercial S.A.C.,CAL. SATURNO NRO. 180 URB. RESIDENCIAL AEROPUERTO PROV. CONS,,36705802,,SAMA COMERCIAL S.A.C.,22760.0,17004.4
0307490000,Perupez S.A.C.,CAL.LOS RUISEÑORES OESTE NRO. 225 (ALT CDRA 33 DE AV REPUBLI,,28343408,,PERUPEZ S.A.C.,26000.0,44045.0
1604160000,CompaÑia Americana De Conservas S.A.C.,NRO. S/N- SECTOR MOGOTE GRANDE ICA - PISCO - SAN ANDRES,,23336305,,COMPAÑIA AMERICANA DE CONSERVAS S.A.C.,15612.48,119695.68
0306171200,Langostinera Cardalito Sac,AV. ALEXANDER FLEMING NRO. 454 URB. INDUSTRIAL SANTA ROSA LI,,28353809,,LANGOSTINERA CARDALITO S.A.C,135.0,921.9
1605540000,Consernova Sociedad Anonima Cerrada,PJ. FRANCO ALFARO NRO. 150 DPTO 201 SAN BORJA LIMA LIMA,,38013366,,CONSERNOVA SOCIEDAD ANONIMA CERRADA,9342.0,30879.42
1605540000,M.I.K Carpe S.A.C,CAR. PAITA-SULLANA MZA. V LOTE. 01 ZONA INDUSTRIAL (SUB LOTE,,40579932,,MIK CARPE S.A.C.,22000.0,127145.0
0305200000,El Bosque Empresa Individual De R,MZA. F LOTE. 1 LAS CANTERAS AREQUIPA - AREQUIPA - CERRO COLO,,28301501,,EL BOSQUE EMPRESA INDIVIDUAL DE R LTDA,24000.0,154224.0
0307490000,Productora Andina De Congelados,CAR. TAMBOGRANDE KM. 2.1. MZA. C LO 05 Z.I. Z.INDUSTRIAL MUNICIPAL 1 P RA - SULLANA - SULLANA-PERU TELF.: 51-73508625,,45991342,,PRODUCTORA ANDINA DE CONGELADOS S.R.L.,24120.0,45828.0
